Lead ID,Age,Gender,Location,Income,Education Level,Number of times contacted,Marketing channel,Campaign effectiveness,Website visits,Time spent on website,Pages viewed,Previous product interactions,Outcome
814,63,Male,New York,78108,Ph.D.,2,Phone Call,0.8551377779256302,8,12.655808746740483,6,1,0
815,36,Female,Los Angeles,65768,High School,19,Social Media,0.4718337469655325,6,33.61676091613192,9,1,0
816,25,Female,New York,98354,Master,7,Social Media,0.6210238973731572,8,10.898827026234986,4,0,0
817,55,Female,Chicago,61757,Master,13,Email,0.5783454230517906,9,1.7392123225403844,8,0,1
818,57,Female,Chicago,67417,High School,8,Phone Call,0.5087370748644027,8,58.01322903128995,10,1,0
819,21,Female,New York,48015,Bachelor,17,Phone Call,0.5767823446347203,3,6.302646767611419,4,0,0
820,55,Other,New York,98413,Bachelor,6,Email,0.3773028068063161,2,3.1043080089720987,6,1,0
821,60,Male,Los Angeles,105941,Ph.D.,16,Social Media,0.5967425856641771,5,16.69544920074116,9,0,0
822,57,Other,Houston,108715,Ph.D.,6,Social Media,0.804854601061216,5,35.0617648333464,5,1,0
823,53,Male,New York,43948,Bachelor,16,Email,0.822311504802156,5,55.412374653864624,5,1,0
824,34,Other,New York,47785,Master,11,Phone Call,0.7630176292343399,6,28.666659563948677,9,1,0
825,33,Female,Houston,107028,Ph.D.,3,Phone Call,0.9829753056289282,1,4.991431055528022,2,1,1
826,30,Male,Houston,52662,Ph.D.,6,Email,0.6625063905216951,7,7.339343662342008,1,1,1
827,59,Male,Los Angeles,80630,Ph.D.,12,Phone Call,0.16556834522814778,0,30.37116604564847,7,1,1
828,60,Other,Houston,64089,High School,5,Email,0.7164618268603956,0,34.62520048944324,5,0,0
829,29,Female,Los Angeles,119343,Master,4,Phone Call,0.43651427964271516,4,38.88100817701034,3,0,1
830,55,Other,New York,99715,Ph.D.,5,Email,0.49286011350520287,6,26.116592118733234,1,0,1
831,29,Female,Los Angeles,80881,High School,8,Email,0.6956075144508276,1,57.74465247226391,10,0,0
832,36,Male,Chicago,39247,Master,9,Social Media,0.42604853247688423,2,43.19273597829158,3,0,1
833,39,Other,New York,66372,Bachelor,2,Phone Call,0.3744071065373269,10,3.7138934415816216,4,1,1
834,19,Male,New York,69735,High School,3,Phone Call,0.9141916073674383,0,40.248102447745985,9,0,0
835,41,Male,Chicago,81344,Master,20,Social Media,0.07309577510839316,3,35.419370018580885,7,0,0
836,22,Male,Los Angeles,56531,High School,9,Email,0.038225424776259564,3,21.70617658717528,1,0,1
837,63,Male,Los Angeles,100523,High School,5,Email,0.12139287864122683,7,30.066435786878355,4,1,1
838,33,Female,Chicago,54452,Bachelor,1,Social Media,0.45052498642909167,4,23.8230497373404,1,0,1
839,28,Female,New York,36283,Master,8,Email,0.28057211339423116,10,43.899682858207214,9,1,0
840,33,Female,Chicago,117723,Master,3,Phone Call,0.6135725113832671,9,2.3421622571948086,4,1,0
841,29,Female,Chicago,86288,Master,19,Email,0.44246740399258455,2,6.78045563981601,5,1,1
842,20,Male,Chicago,106993,Master,10,Phone Call,0.8208001631374208,10,21.087302748405726,7,0,0
843,34,Other,Houston,102785,Ph.D.,19,Email,0.0992391014749141,3,36.57434682693317,10,0,0
844,34,Male,New York,48467,High School,14,Email,0.3204490737037665,6,49.094318351403686,3,0,0
845,46,Female,Houston,39619,Master,16,Phone Call,0.3900159220127676,1,57.955948551186594,8,0,0
846,36,Other,Houston,88768,Bachelor,6,Social Media,0.4975315674413898,4,37.513318487328874,4,0,1
847,30,Female,Los Angeles,99962,Bachelor,4,Email,0.15390215600235535,5,52.24906791465877,2,1,0
848,63,Other,Chicago,38665,Ph.D.,1,Phone Call,0.41570867009631773,7,24.815961728617708,3,1,0
849,31,Male,Los Angeles,69261,Master,10,Phone Call,0.5968989031194848,4,54.77938503137266,1,0,1
850,47,Female,Houston,118235,Ph.D.,3,Email,0.8724477433565813,1,31.224672316166856,7,0,1
851,34,Female,Los Angeles,50303,High School,16,Phone Call,0.21469809458127076,8,5.587572631878519,9,0,1
852,30,Female,New York,70366,Bachelor,8,Social Media,0.17353223981499277,2,32.31806256056986,5,1,0
853,48,Male,Los Angeles,107211,Ph.D.,2,Phone Call,0.8868486914540453,8,5.438065045658826,7,0,1
854,27,Male,Chicago,47489,Master,2,Email,0.9583246952690061,9,43.32539887735779,1,1,1
855,60,Female,New York,104746,Ph.D.,14,Phone Call,0.9523483987657743,3,33.63717805656534,2,0,1
856,44,Female,Los Angeles,86037,Bachelor,13,Social Media,0.23008049498027394,1,31.37130555326861,1,1,1
857,58,Female,Los Angeles,93203,High School,7,Phone Call,0.036330472742441056,5,16.753828807333157,4,0,0
858,52,Other,Houston,74222,High School,9,Email,0.6265385768400868,3,2.911865690870221,4,0,0
859,42,Female,Houston,45860,Ph.D.,16,Social Media,0.2244816962151268,6,35.2770881214481,2,0,1
860,35,Other,Chicago,49562,High School,19,Email,0.34822447795673483,8,10.311469118276541,3,1,1
861,44,Female,New York,71971,Master,17,Social Media,0.13878499631652363,6,8.16582402524807,1,0,1
862,59,Male,Chicago,57385,Master,3,Social Media,0.5994933548769604,0,10.643790965979708,1,1,1
863,62,Female,New York,69325,High School,9,Social Media,0.30584423762877355,10,13.334995183967218,8,1,1
864,62,Male,Chicago,39372,Master,15,Email,0.9404170763113578,6,25.83207547001495,3,0,0
865,61,Other,Houston,50008,Bachelor,9,Social Media,0.7281854634112936,6,24.426850487796017,6,0,0
866,46,Other,Chicago,36245,High School,11,Phone Call,0.2761974904830399,6,39.3828538373941,1,0,0
867,63,Female,Los Angeles,60818,Ph.D.,3,Email,0.07810958739495322,6,8.370222721124268,4,1,0
868,22,Male,Los Angeles,31517,Ph.D.,5,Phone Call,0.3024249468078365,2,59.86130321020222,1,1,1
869,60,Male,Houston,62973,Bachelor,16,Phone Call,0.3447259830146945,8,39.039352312980135,8,0,0
870,32,Other,Chicago,64746,Bachelor,5,Phone Call,0.602371230997375,2,44.26255968533562,5,0,0
871,36,Female,Chicago,49149,Ph.D.,3,Social Media,0.1659092110378515,5,18.952142406112113,8,1,0
872,55,Female,Chicago,69234,Ph.D.,12,Phone Call,0.6742382967834386,9,21.34765398150629,1,0,0
873,23,Female,Chicago,69831,Master,18,Email,0.28672926782574903,2,17.014748017237334,9,0,1
874,44,Other,New York,90155,Bachelor,2,Phone Call,0.36972237770187855,8,14.13319282817459,10,0,1
875,21,Female,Houston,56933,Master,13,Email,0.10325870178884611,2,37.99403787449575,5,0,1
876,64,Male,Houston,83611,Bachelor,3,Phone Call,0.8708042769906164,0,9.26178823893828,2,1,1
877,41,Male,Chicago,118288,Master,6,Email,0.13403052273482308,0,18.315065667174952,8,1,1
878,31,Other,Houston,46590,High School,19,Email,0.7903331030576721,5,3.794702658873055,10,0,0
879,33,Other,New York,59956,High School,13,Phone Call,0.9920627634545507,5,0.1588703345413589,2,1,0
880,53,Male,Los Angeles,84956,Ph.D.,15,Phone Call,0.8574500227374442,3,15.070629475914965,8,0,1
881,19,Other,Houston,70506,Bachelor,1,Phone Call,0.8217220460480884,9,35.321914506842305,3,1,1
882,36,Other,New York,81794,Ph.D.,9,Email,0.26025571487265,6,54.336007736183355,3,1,0
883,57,Male,Chicago,103867,Bachelor,11,Email,0.8621108578671819,8,55.385650131664725,6,1,1
884,61,Female,New York,90575,Ph.D.,11,Email,0.20205610807840668,10,18.668552562044656,6,0,1
885,44,Male,New York,40671,Ph.D.,14,Email,0.5628840079212714,1,11.579791304673337,10,0,0
886,39,Male,Houston,88507,Ph.D.,15,Social Media,0.5344029384207226,10,25.59810170889868,2,0,0
887,62,Female,Los Angeles,60746,Master,9,Phone Call,0.2747533796370707,9,34.81879967742956,7,0,0
888,42,Female,New York,93017,Ph.D.,1,Phone Call,0.49105301082045216,7,30.556645386903124,2,0,0
889,26,Female,New York,97849,High School,20,Email,0.6292880741949705,4,52.11895771379783,7,0,0
890,22,Female,Los Angeles,37782,Ph.D.,12,Social Media,0.9413170094886317,9,21.410714144753978,4,0,1
891,51,Other,Houston,31214,Master,18,Social Media,0.8131657386708004,1,5.376711798210101,5,0,0
892,38,Other,New York,42610,Master,5,Email,0.14365703754689485,5,22.50234225606926,9,0,0
893,31,Female,Chicago,96908,Master,8,Email,0.06281088400351997,2,45.27205379150039,9,0,0
894,28,Female,Los Angeles,98045,Ph.D.,8,Phone Call,0.7843022441697953,4,17.719382776088924,1,1,0
895,25,Female,Los Angeles,31803,High School,20,Phone Call,0.662976666520093,5,47.51868881101184,6,0,1
896,21,Other,Los Angeles,83301,Ph.D.,14,Phone Call,0.34721018820425276,1,14.791545023777973,8,1,0
897,53,Female,Houston,51051,High School,6,Social Media,0.430685677982805,7,27.751114152348688,9,1,0
898,45,Male,Houston,33091,Ph.D.,20,Phone Call,0.6422358570801996,0,42.90561468463472,5,1,1
899,49,Female,Chicago,38623,Bachelor,6,Social Media,0.7293150057153263,6,58.77572833763966,3,0,1
900,25,Male,Chicago,36697,Ph.D.,3,Social Media,0.9296512129016968,2,53.95588061305396,4,0,0
901,62,Male,Los Angeles,32347,High School,14,Social Media,0.5942542792401093,3,8.697939010411869,5,1,1
902,62,Other,Los Angeles,44853,Ph.D.,17,Email,0.3345446640183999,5,14.251294662791823,2,1,1
903,49,Other,New York,79823,High School,14,Email,0.3362222618344025,3,34.26527739110153,2,0,0
904,59,Male,Chicago,98234,Ph.D.,19,Social Media,0.7555093983602271,2,38.62902911165912,9,1,0
905,57,Other,Houston,118656,Bachelor,6,Phone Call,0.7885367350025538,0,37.424538779621834,3,0,0
906,60,Male,Los Angeles,45776,Ph.D.,5,Social Media,0.6089216090290525,9,57.995556313088244,8,0,0
907,30,Male,Los Angeles,75409,High School,3,Social Media,0.8776213537796239,6,1.7691653625674575,4,0,1
908,63,Other,Houston,57249,High School,6,Phone Call,0.5554271392088468,9,23.823508898844633,9,0,1
909,19,Female,Houston,91463,Master,1,Email,0.21648119090073414,0,32.285311067995714,9,1,1
910,21,Male,Chicago,88724,High School,5,Social Media,0.5331680254775687,0,15.160993143368593,3,1,1
911,23,Other,Houston,98477,High School,19,Phone Call,0.7569801389889916,3,52.93987055639507,6,0,0
912,35,Other,New York,68905,Bachelor,11,Email,0.5399002351220256,6,55.90401382173118,5,0,0
913,38,Other,Chicago,89397,High School,2,Social Media,0.8301457296455537,1,19.36084018315798,7,0,0
914,55,Other,Houston,69319,Master,11,Phone Call,0.7135573395569954,6,4.89890235651716,10,0,0
915,38,Female,Houston,101585,Ph.D.,8,Social Media,0.04898561976466698,4,19.320640031722565,10,0,1
916,25,Other,Houston,75932,High School,18,Email,0.3000057278179262,9,36.90501891586262,5,0,0
917,37,Male,Chicago,44459,Master,9,Email,0.48495274642550523,7,53.1357428362935,5,1,1
918,44,Female,New York,91151,Ph.D.,20,Email,0.421475698238409,0,4.986864530102637,7,1,1
919,57,Male,Houston,96271,High School,11,Phone Call,0.8086386344491157,4,13.477636725224293,7,0,0
920,47,Other,New York,53681,Master,15,Social Media,0.0010793871402658972,5,3.1834123324406405,8,0,0
921,45,Male,Los Angeles,38064,Bachelor,8,Email,0.2179265624721105,9,38.889061809459555,5,0,0
922,30,Other,Chicago,116397,Ph.D.,10,Phone Call,0.47337754961888756,8,43.985142393638796,2,1,0
923,58,Other,New York,74200,Ph.D.,11,Social Media,0.7369192300095566,7,43.435022885773215,8,1,1
924,36,Male,New York,70993,Bachelor,20,Email,0.010766174645462367,6,55.03038923330277,9,1,1
925,35,Other,New York,73531,Bachelor,11,Email,0.1038029838561021,8,46.800167119438015,3,0,1
926,60,Female,New York,89487,Ph.D.,14,Email,0.4093721494538456,6,1.802848415956797,4,0,0
927,35,Female,Los Angeles,40456,Bachelor,19,Email,0.038425150544949216,4,28.12341599014184,9,0,1
928,27,Other,Chicago,39739,High School,18,Email,0.5268057967633345,0,22.78989829944946,2,0,1
929,34,Other,Los Angeles,32095,High School,7,Social Media,0.03663748702401737,3,40.21984542190201,3,0,1
930,37,Other,Chicago,44178,Bachelor,12,Email,0.742542792762722,0,34.69133694258804,4,0,1
931,28,Male,Los Angeles,62003,Master,12,Email,0.30112402899130575,8,9.299295727460654,10,1,1
932,37,Male,Houston,101800,High School,16,Social Media,0.6441542219469681,3,57.713661315554624,3,0,1
933,43,Other,Houston,57766,High School,13,Social Media,0.9034996463373773,3,11.192681021017972,10,0,1
934,24,Other,Los Angeles,105023,Bachelor,10,Phone Call,0.2503058761021275,8,30.75674845166732,4,1,0
935,45,Female,Chicago,101734,Ph.D.,11,Social Media,0.1395816759300731,7,55.848148031375295,1,0,0
936,24,Other,Houston,48015,Master,19,Phone Call,0.1932070553068883,8,47.371482810273996,6,1,0
937,65,Other,Los Angeles,74616,Ph.D.,5,Phone Call,0.630014998919638,0,0.5261728943830257,3,0,0
938,41,Other,New York,39887,High School,5,Social Media,0.29649379589783764,6,35.41506034474216,10,0,0
939,46,Male,Chicago,64708,Bachelor,17,Email,0.24263418966010086,0,32.16742659327689,1,0,0
940,50,Female,New York,67452,Master,5,Social Media,0.041941741189267745,1,38.36347875190844,5,1,0
941,35,Other,Los Angeles,61214,High School,4,Email,0.31525613849569056,5,15.240503201419793,1,1,1
942,58,Female,Chicago,100611,Ph.D.,8,Social Media,0.7135653779607194,5,27.75695149363036,7,1,0
943,24,Female,Houston,31428,Bachelor,6,Email,0.10833829567177855,7,42.460406003832006,5,1,1
944,49,Other,Los Angeles,30837,Master,19,Email,0.809481892875975,2,19.948602278927485,10,1,0
945,24,Female,New York,69991,Master,8,Email,0.8079723423635758,9,30.77163292903579,6,0,1
946,54,Female,Chicago,50565,Ph.D.,13,Email,0.7708487000647241,1,16.54301920825697,8,0,0
947,34,Other,Los Angeles,118439,Bachelor,6,Social Media,0.2767377258906857,9,4.659262709635106,5,0,1
948,40,Male,Chicago,74901,Ph.D.,17,Email,0.2259191987811323,2,33.11992857518528,2,1,1
949,24,Female,New York,104556,Ph.D.,3,Email,0.987327864039434,10,20.507672399048026,4,0,0
950,61,Female,Chicago,43320,Bachelor,4,Email,0.13742458228872456,1,46.39566871591489,3,0,1
951,39,Female,Los Angeles,112668,Bachelor,4,Phone Call,0.6185858448149413,0,49.00349820742032,7,1,1
952,40,Other,Houston,107169,Master,18,Social Media,0.4969814834134032,6,45.73753341543619,10,0,0
953,28,Male,Houston,100806,Master,14,Social Media,0.029598751896603992,2,37.33295483540427,4,1,0
954,50,Other,Los Angeles,59422,Bachelor,12,Social Media,0.0009525444764910684,9,33.347721917038605,7,0,0
955,37,Female,Houston,43557,Master,13,Phone Call,0.7297448992087553,9,47.15030394707746,10,1,1
956,44,Female,New York,46455,Bachelor,11,Phone Call,0.6811279493617641,10,33.08215163138303,9,0,1
957,33,Other,New York,42313,High School,6,Social Media,0.07536169333279596,3,21.727800941042087,3,1,1
958,22,Female,New York,96459,Ph.D.,14,Social Media,0.6304951101517585,6,56.92838425136656,5,0,1
959,62,Female,Houston,91677,Bachelor,7,Phone Call,0.07571978920143452,5,15.598741796359473,1,1,1
960,61,Female,Los Angeles,38758,Ph.D.,19,Email,0.7837367702682396,8,15.419350078411899,1,1,1
961,43,Female,Houston,30182,Ph.D.,7,Social Media,0.6406343590842132,4,57.14668827030888,9,1,1
962,51,Other,Houston,53999,Master,10,Phone Call,0.9537520859014694,7,53.40980422890414,10,1,0
963,26,Male,Chicago,90617,Ph.D.,3,Social Media,0.4855364450501334,4,21.08611762994999,9,1,1
964,29,Male,Chicago,44812,Master,10,Phone Call,0.7951546633379765,9,11.656235086652886,1,1,0
965,46,Female,Chicago,78834,Ph.D.,11,Email,0.34968240816905727,0,45.435927216331876,4,0,0
966,52,Other,Chicago,76372,Bachelor,6,Email,0.9482495925382868,5,7.185473524798793,8,1,0
967,46,Other,Los Angeles,30473,Ph.D.,7,Email,0.9158214503052818,6,55.43253569307487,7,1,0
968,35,Female,New York,51291,High School,19,Phone Call,0.816545847601988,8,51.522457175147565,5,0,1
969,38,Male,Los Angeles,109484,High School,19,Email,0.03551974615858433,0,39.36000748784977,7,0,1
970,31,Other,New York,34812,Ph.D.,20,Phone Call,0.8530209364464321,1,25.803259122758693,5,1,0
971,23,Female,New York,63223,Master,13,Email,0.252739239054698,5,49.37173877286526,7,1,0
972,59,Other,New York,39784,Bachelor,18,Social Media,0.4833377377536122,6,4.111872700369896,6,1,1
973,27,Male,Los Angeles,52990,High School,13,Phone Call,0.15239723888705448,6,52.99799110260228,2,0,1
974,42,Other,Los Angeles,68978,High School,10,Email,0.43278363031460476,6,47.55897082490685,8,1,0
975,61,Female,Chicago,79556,Master,13,Email,0.9338096325744447,7,50.355627382553564,2,1,1
976,32,Female,Los Angeles,98237,Master,11,Email,0.19397867746683728,5,22.574055412607834,8,1,0
977,42,Other,New York,94860,Ph.D.,7,Email,0.421034027771369,2,35.68157734019737,8,0,0
978,31,Female,New York,80511,Ph.D.,2,Phone Call,0.3029726830633269,8,41.81626096203894,2,0,1
979,63,Male,Houston,69629,High School,2,Phone Call,0.7740119672312625,5,29.93057779734112,7,0,1
980,58,Other,Chicago,52012,Ph.D.,3,Social Media,0.7827969172471418,2,49.60138568713324,3,0,0
981,56,Female,Los Angeles,60943,Bachelor,9,Email,0.4952433693390754,6,52.576414947177625,3,0,1
982,52,Other,Chicago,36439,Master,12,Email,0.006829849205712946,3,32.71262028085182,2,0,1
983,29,Other,Los Angeles,111319,Bachelor,1,Social Media,0.17852634383144061,1,2.4295383846774254,8,1,1
984,61,Other,Houston,73716,Master,14,Social Media,0.8407553178751156,1,16.338082505860655,2,1,0
985,39,Female,New York,86447,Ph.D.,10,Social Media,0.22301142449796463,6,17.980040827061863,7,0,0
986,63,Female,Houston,34372,Master,9,Social Media,0.6074230814100405,10,22.913501603731458,4,1,1
987,56,Other,Chicago,57008,Bachelor,19,Social Media,0.6362357865885034,8,31.723242014133895,7,0,1
988,41,Male,Los Angeles,92183,Ph.D.,7,Social Media,0.40564943986183266,10,34.34856099088265,6,1,1
989,55,Other,New York,52972,Master,20,Email,0.13668592608283492,5,20.27539742792841,3,0,1
990,19,Male,New York,50827,Master,20,Phone Call,0.13226694629035884,1,23.579769062253508,6,0,1
991,54,Other,Chicago,93150,Bachelor,1,Email,0.07516322251077323,1,25.05312990257004,9,1,1
992,42,Other,Houston,68618,Master,16,Email,0.810138693411269,2,47.32758861122081,4,0,1
993,63,Other,Los Angeles,36026,Bachelor,11,Email,0.3464902528783378,4,35.221289348179106,3,0,0
994,40,Other,Chicago,50264,Bachelor,4,Phone Call,0.2699188756479445,6,11.973974235520636,6,1,0
995,64,Other,Chicago,74402,High School,4,Phone Call,0.6828196642702576,9,28.993830878110145,3,0,1
996,46,Other,Chicago,49079,Ph.D.,4,Social Media,0.9793483471180138,0,43.31631289567945,9,0,1
997,51,Other,Houston,89245,Ph.D.,12,Social Media,0.35488818541683986,7,29.60959077058594,7,0,1
998,49,Other,New York,107886,Bachelor,19,Social Media,0.2211601314492886,2,43.96302850048526,1,0,0
999,28,Other,New York,66989,Master,1,Email,0.8773946683704783,6,55.98057757841113,8,0,0
1000,34,Male,Houston,77573,High School,19,Email,0.30479479913694985,9,8.547158805537132,1,1,0
